contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
,,EchoSign,"Palo Alto, CA, USA",2012,true,Document Automation - ,Unknown,Unknown,No description yet,echosign.com,,,,"",,
,,eDepoze,Irvine,2012,true,Practice Management -  Deposition,Service Providers,Legal Tech,Cloud-based legal deposition software system.,http://edepoze.com/,https://twitter.com/eDepoze,https://angel.co/edepoze,n/a,"depositions, cloud",,
,,Effective decision,"Kiev, Ukraine",2013,true,Document Automation - ,Unknown,Unknown,"Effective decision LLC is a business helper, aimed on efficiency and don't hesitate in choosing of instruments for optimization, innovation and growth",angel.co,,,,"",,
,,Global-Regulation.com*,"Toronto, ON, Canada",2015,true,Legal Research - ,Companies,Legal Tech,World legislation search engine with translations,http://www.global-regulation.com,,https://angel.co/global-regulation,,"legalx, mars, search, policy, research, regulation, legislation",,
,,Picture It Settledå¨,"San Antonio, TX, USA",2014,true,E-Discovery - ,Unknown,Unknown,Picture It Settledå¨ is Moneyball for negotiation.,http://www.pictureitsettled.com/,,,,"",,
,,Emerald Technology Valuations LLC,"San Francisco, CA, USA",1997,true,Practice Management - ,Unknown,Unknown,"Emerald Technology Valuations LLC is a United States-based company, which provides appraisal, disposition and advisory services to technology equipment and inventories. The Company offers equipment and inventory collateral assessment for lenders, such as liquidation value analysis, fair market value analysis, and equipment and inventory inspections; and liquidations of high technology equipment and inventories, including on-site and/or Web-based auctions, targeted marketing of assets to buyers, and thorough and professional execution of each auction. It also provides consultation and asset valuation of lease transactions that include residual value studies and sale leaseback analysis; and expert testimony and asset valuation for legal proceedings, such as expert testimony and pre-litigation consulting services. It also serves the financial industry.",http://www.emerald-tech.com/,,,,"",,
,,eQuibbly,"Toronto, ON, Canada",2012,true,Document Automation - ,Individuals,Legal Service Using Tech,The legally binding alternative to Small Claims Court,https://www.equibbly.com/,https://twitter.com/equibbly,n/a,n/a,"arbitration, small-claims, odr",,
,,eShares,"Palo Alto, CA, USA",2012,true,Document Automation - ,Companies,Legal Service Using Tech,Electronic Stock Certificates,https://www.esharesinc.com/,https://twitter.com/esharesinc,https://angel.co/eshares,http://www.crunchbase.com/organization/eshares,stock certificates,,
,,Esq. Safe,"New York, NY, USA",2013,true,Practice Management - ,Service Providers,Legal Tech,A secure cloud-based legal practice management suite for attorneys & paralegals.,http://esqsafe.launchrock.com/,n/a,https://angel.co/esq-safe-1,n/a,"cloud, practice management",,
,,EsqSocial,"New York, NY, USA",2013,true,Marketplace - ,Service Providers,Legal Service Using Tech,The Lawyer's Network,http://www.esqsocial.com/,https://twitter.com/esqsocial,https://angel.co/esqsocial,n/a,"web, find-a-lawyer, social network",,
,,everplans,"New York, NY, USA",2012,true,Document Automation - ,Individuals,Legal Service Using Tech,A practical approach to life and death.,https://www.everplans.com/,https://twitter.com/everplans,https://angel.co/everplans,http://www.crunchbase.com/organization/everplans,"wills, estates",,
,,experdocs,"Scottsdale, AZ, USA",1900,true,Practice Management -  Litigation,Unknown,Unknown,No description yet,www.experdocs.com,,,,"",,
,,ExpertBids,"Chicago, IL, USA",2011,true,Marketplace - ,Unknown,Unknown,"ExpertBids is an easier way for entrepreneurs and businesses to find the right professional service providers; specifically lawyers, accountants and consultants.",expertbids.com,,,,"",,
,,EzVsa,Jersey City,2015,true,Marketplace - ,Unknown,Unknown,EzVsa creates an online marketplace for potential immigrants to meet/get hired with companies who need speciality visa immigrants.,app.ezvsa.com,,,,"",,
,,FactBox,"San Francisco, CA, USA",2013,true,Practice Management - ,Unknown,Unknown,FactBox is the SaaS Platform for Professional Services Freeing Professionals to do the work they were hired to do.,getfactbox.com,,,,"",,
,,Fair Document,"Palo Alto, CA, USA",2011,true,Marketplace - ,Individuals,Legal Service Using Tech,We provide affordable access to lawyers and allow users' easy control over all their legal documents.Ìø_,http://fairdocument.com,https://twitter.com/fairdocuments,https://angel.co/fair-document,n/a,"documents, web, find-a-lawyer",,
,,Firmex,"Toronto, ON, Canada",2015,true,Practice Management -  Transactions,Companies,Legal Tech,Virtual data room SaaS,http://www.firmex.com/,https://twitter.com/firmex,https://angel.co/firmex,https://www.crunchbase.com/organization/firmex#/entity,"saas, data room, transactions, document sharing, document exchange",,
,,Firmzen,Mumbai,2012,true,Practice Management - ,Unknown,Unknown,"Firmzen is web-based practice management / office automation software for finance and legal professionals - Chartered Accountants, Certified Public Accountants, Company Secretaries, Tax Consultants.",firmzen.com,,,,"",,
,,FiscalNote,"Washington, DC, USA",2011,true,Analytics - ,Unknown,Unknown,"At FiscalNote, we've built a platform for real-time open data analysis that aggregates, analyzes, and forecasts legal data.",fiscalnote.com,,,,"",,
,,Fixed,"San Francisco, CA, USA",2013,true,Marketplace -  Mobile,Individuals,Legal Service Using Tech,The easiest way to fix a parking ticket.,http://www.getfixed.me/,https://twitter.com/GetFixedMe,https://angel.co/fixed,http://www.crunchbase.com/organization/fixed-parking-tickets,"find-a-lawyer, mobile, app, parking tickets",,
,,FlatLaw,"Toronto, ON, Canada",2015,true,Marketplace - ,Individuals,Legal Service Using Tech,FlatLaw is a directory of lawyers who provide flat-rate legal services.,http://www.flatlaw.ca,https://twitter.com/FlatLawCanada,,,"find-a-lawyer, flat fee, directory",,
,,Foresight Legal,"Long Beach, CA, USA",2013,true,E-Discovery - ,Unknown,Unknown,No description yet,http://foresightlegal.com/,,,,"",,
,,Foundee,Swansea,2013,true,Marketplace - ,Unknown,Unknown,"Foundee is an online market place for new ideas, startups and existing businesses.",foundee.com,,,,"",,
,,FreelanceLaw,"San Diego, CA, USA",2009,true,Marketplace - ,Service Providers,Legal Service Using Tech,Connecting law firms to legal professionals,http://www.freelancelaw.com/,https://twitter.com/freelancelaw,n/a,n/a,recruiting,,
,,Get Lawyer App,"New York, NY, USA",2014,true,Marketplace - ,Unknown,Unknown,"GetLawyer App's vision is to enable people to fulfill their legal rights in a smart, simple and fair way by using technology and crowd wisdom.",,,,,"",,
,,FindMySong,"Los Angeles, CA, USA",2013,true,Document Automation - ,Unknown,Unknown,"FindMySong is an online music collaborative platform for musicians to network, create projects and manage their copyright all in one place.",http://www.findmysong.com/,"","","","",,
,,Forced Labour Abolition Group (FLAG),"New Delhi, India",2015,true,Marketplace - ,Unknown,Unknown,"FLAG is the only existing program to use law and technology to strengthen, link and magnify the impact of projects to end forced labor.",http://flag-justice.org,"","","","",,
,,GPSOX,Saint Louis,2015,true,E-Discovery - ,Unknown,Unknown,"GPSOX lets the 560,500 solo and small firm attorneys seek and advice from other attorneys in a safe, attorney-only environment.",gpsox.com,,,,"",,
,,Gracular,"Columbia, MD, USA",2015,true,Analytics - ,Unknown,Unknown,"Gracular Patent Analytics is a SaaS web-based solution that provides real-time patent analysis and data visualization to identify promising published patent applications and issued patents, and novel inventions.",gracular.com,,,,"",,
,,HaystackHQ,"Brisbane, Australia",2011,true,Analytics - ,Unknown,Unknown,"HaystackHQ is a browser-based visual analytics service for legal eDiscovery targeting regulatory agencies, tier-1 law firms & the Fortune 5000 companies they serve.",http://haystackhq.com/,,,,"",,
,,Hire an Esquire,"Philadelphia, PA, USA",2011,true,Marketplace - ,Service Providers,Legal Service Using Tech,Legal Staffing Redefined Online,https://www.hireanesquire.com,https://twitter.com/HireAnEsquire,https://angel.co/hire-an-esquire-1,http://www.crunchbase.com/organization/hire-an-esquire,"web, recruiting",,
,,Hoip,"Belgrade, Serbia",2013,true,Marketplace - ,Unknown,Unknown,It's the easiest way to get advice from verified professionals. From your mobile phone.,hoip.me,,,,"",,
,,HotDocs,"Lindon, UT, USA",1900,true,Document Automation - ,Unknown,Unknown,No description yet,www.hotdocs.com,,,http://www.crunchbase.com/organization/rsvp-law,"",,
,,HoudiniEsq,"Raleigh, NC, USA",2009,true,Practice Management - ,Service Providers,Legal Service Using Tech,Cloud based Legal Practice Management SaaS,http://houdiniesq.com/,https://twitter.com/HoudiniESQ,https://angel.co/houdiniesq-logicbit-software,n/a,"cloud, practice management",,
,,Hubbard One,"Chicago, IL, USA",2014,true,Legal Research - ,Unknown,Unknown,No description yet,,,,,"",,
"",info@esqme.com,Esq.me,"New York, NY, USA",2013,true,Marketplace - ,Service Providers,Legal Service Using Tech,The First Exclusive Market Place for Lawyers,https://esqmelaw.com/,@esqmelaw,https://angel.co/esq-me-2,"","web, find-a-lawyer, referral, network",false,
,,iNation,Pompano Beach,2015,true,Document Automation - ,Unknown,Unknown,"iNation is the world's first secure, distributed, cryptographically verifiable store of legal documents. The customer is in the real world; from the education, probate / wills, to the title industry (and more) with our easy to use premium SaaS platform.",ination.io,,,,"",,
,,Justice Bid,"Chicago, IL, USA",2012,true,Marketplace - ,Unknown,Unknown,"Strategic Sourcing: Advancing Legal Procurement. That's who we are, what we are about, and what we do.",JusticeBid.com,,,,"",,
,,JusticeBid,No location yet,1900,true,Marketplace - ,Unknown,Unknown,No description yet,justicebid.com,,,http://www.crunchbase.com/organization/contractually,"",,
,,InCloudCounsel,"San Francisco, CA, USA",2013,true,Document Automation - ,Unknown,Unknown,"InCloudCounsel manages and processes high volume legal documents. With our network of expert, virtual attorneys and our cloud-based document management software, our service allows our clients to reduce legal costs, increase quality and consistency, and enhance document and legal data management.",http://www.incloudcounsel.com/,,,,"",,
,,Indexed IO,"Denver, CO, USA",2011,true,Practice Management - ,Unknown,Unknown,"Indexed IO is a cloud-based electronic evidence discovery (EED) solution that puts the power of cloud computing into the hands of attorneys, law firms, and corporate legal teams.",indexedio.com,,,,"",,
,,Infotems,"Toronto, ON, Canada",2015,true,Practice Management - ,Companies,Legal Tech,Software for immigration law practices,http://www.infotems.com/,https://twitter.com/infotems,https://angel.co/infotems,,"immigration, saas, practice management",,
,,Inkdit,Edmonton,2012,true,Document Automation -  Signing,Unknown,Unknown,Inkdit takes the mundane contracts ...the ones wasting your time and paper every day and optimizes them for web and mobile.,inkdit.com,,,,"",,
,,InLaw.Me,"Cleveland, OH, USA",2011,true,Marketplace - ,Service Providers,Legal Service Using Tech,Your marketplace for jobs in law.Ìø_,http://www.inlaw.me/,https://twitter.com/inlawdotme,https://angel.co/inlaw-me,n/a,"web, recruiting, legal marketplace",,
,,Inolyst,"Bangalore, India",2014,true,Marketplace - ,Unknown,Unknown,"Inolyst is an one stop platform for startups, entrepreneurs for getting their IPR and legal needs done in a simple, acessible and affordable manner.",inolyst.com,,,,"",,
